user_id,product_id,rating,timestamp,interaction
5,1175,4.0,1029389417,purchase
5,1193,3.0,1029388839,click
5,1213,3.0,1029389263,click
5,1220,3.0,1029388746,click
5,1358,4.0,1029389357,purchase
5,1370,2.0,1029389090,view
5,1385,2.0,1029389033,view
5,1466,4.0,1029389357,purchase
5,1513,2.0,1029388944,view
5,1721,3.0,1029388722,click
5,1951,2.0,1029388670,view
5,1961,3.0,1029388944,click
5,2028,4.0,1029389303,purchase
5,2571,5.0,1029389303,purchase
5,2692,3.0,1029389438,click
5,2762,4.0,1029389236,purchase
5,2858,5.0,1029389357,purchase
5,2959,5.0,1029389372,purchase
5,2997,4.0,1029389392,purchase
5,3160,5.0,1029389417,purchase
5,3185,4.0,1029389203,purchase
5,3841,2.0,1029388819,view
5,4226,4.0,1029388857,purchase
5,4563,2.0,1029388746,view
5,5027,2.0,1029389056,view
6,24,4.0,1339382339,purchase
6,47,5.0,1339382908,purchase
6,60,2.5,1339382452,view
6,110,5.0,1339382643,purchase
6,135,2.5,1339382435,view
6,170,1.5,1339382375,view
6,260,4.0,1339382929,purchase
6,296,4.5,1339382894,purchase
6,318,5.0,1339382911,purchase
6,356,4.5,1339382811,purchase
6,593,4.5,1339382921,purchase
6,1036,3.0,1339382808,click
6,1136,4.0,1339382888,purchase
6,1196,4.5,1339382932,purchase
6,1210,5.0,1339382935,purchase
6,1213,4.5,1339382843,purchase
6,1222,4.0,1339382827,purchase
6,1270,3.5,1339382792,view
6,1476,3.5,1339382493,view
6,1590,4.0,1339382463,purchase
6,1591,3.5,1339382534,view
6,1704,4.0,1339382838,purchase
6,1726,5.0,1339382731,purchase
6,1801,4.0,1339382505,purchase
6,1918,3.0,1339382253,click
6,1994,3.0,1339382290,click
6,2028,4.5,1339382903,purchase
6,2329,5.0,1339382787,purchase
6,2428,4.0,1339382512,purchase
6,2431,3.5,1339382475,view
6,2539,2.5,1339382279,view
6,2571,5.0,1339382881,purchase
6,2746,2.5,1339382356,view
6,2858,5.0,1339382784,purchase
6,2959,3.5,1339382821,view
6,3147,3.0,1339382848,click
6,3578,5.0,1339382831,purchase
6,3753,5.0,1339382707,purchase
6,4226,5.0,1339382883,purchase
6,4571,1.5,1339382388,view
6,4993,4.0,1339382869,purchase
6,4995,3.0,1339382796,click
6,5418,3.5,1339382801,view
6,5952,5.0,1339382875,purchase
6,7153,5.0,1339382872,purchase
6,44191,5.0,1339383065,purchase
6,50872,3.5,1339383154,view
6,58559,5.0,1339382662,purchase
7,1,4.0,974518024,purchase
7,3,3.0,974517393,click
7,11,5.0,974520467,purchase
7,21,2.0,974518824,view
7,25,3.0,974519270,click
7,34,3.0,974523039,click
7,36,4.0,974523072,purchase
7,39,2.0,974519479,view
7,62,3.0,974519061,click
7,89,3.0,974521335,click
7,141,3.0,974520611,click
7,145,3.0,974521147,click
7,150,4.0,974518473,purchase
7,225,4.0,974521503,purchase
7,260,3.0,974516957,click
7,281,4.0,974520792,purchase
7,296,3.0,974518074,click
7,329,3.0,974521247,click
7,349,4.0,974520676,purchase
7,364,4.0,974520056,purchase
7,367,4.0,974520467,purchase
7,370,3.0,974517367,click
7,380,4.0,974520006,purchase
7,381,3.0,974520868,click
7,450,3.0,974521571,click
7,480,4.0,974519587,purchase
7,500,4.0,974520592,purchase
7,524,3.0,974517290,click
7,527,4.0,974517903,purchase
7,539,4.0,974520928,purchase
7,551,3.0,974517144,click
7,585,3.0,974520261,click
7,587,2.0,974520928,view
7,588,4.0,974520574,purchase
7,592,3.0,974519428,click
7,595,3.0,974519973,click
7,597,5.0,974521128,purchase
7,640,2.0,974516914,view
7,647,3.0,974519673,click
7,708,3.0,974516914,click
7,720,4.0,974517653,purchase
7,736,4.0,974521571,purchase
7,745,4.0,974517576,purchase
7,805,4.0,974518741,purchase
7,919,3.0,974518355,click
7,1061,3.0,974521015,click
7,1073,4.0,974516914,purchase
7,1097,3.0,974518501,click
7,1101,5.0,974522367,purchase
7,1120,3.0,974520426,click
7,1129,3.0,974521072,click
7,1135,3.0,974522507,click
7,1148,4.0,974516957,purchase
7,1198,4.0,974517708,purchase
7,1242,4.0,974517966,purchase
7,1246,4.0,974522217,purchase
7,1270,4.0,974518046,purchase
7,1272,5.0,974519479,purchase
7,1282,2.0,974519007,view
7,1292,4.0,974518313,purchase
7,1307,4.0,974518239,purchase
7,1354,2.0,974520324,view
7,1356,3.0,974521428,click
7,1358,3.0,974522995,click
7,1374,4.0,974522185,purchase
7,1375,3.0,974521192,click
7,1376,4.0,974520171,purchase
7,1393,4.0,974518741,purchase
7,1457,4.0,974520948,purchase
7,1466,3.0,974519007,click
7,1485,3.0,974520928,click
7,1500,3.0,974518587,click
7,1541,3.0,974520243,click
7,1569,3.0,974520868,click
7,1580,3.0,974517260,click
7,1584,3.0,974523039,click
7,1608,3.0,974520708,click
7,1610,5.0,974518686,purchase
7,1617,4.0,974517808,purchase
7,1625,3.0,974518473,click
7,1645,4.0,974520630,purchase
7,1663,4.0,974518824,purchase
7,1674,3.0,974518890,click
7,1682,4.0,974518212,purchase
7,1693,3.0,974523101,click
7,1704,3.0,974522931,click
7,1711,3.0,974521503,click
7,1721,4.0,974519617,purchase
7,1747,3.0,974523128,click
7,1777,4.0,974519673,purchase
7,1784,4.0,974518978,purchase
7,1907,3.0,974520868,click
7,1923,4.0,974519232,purchase
7,1949,3.0,974518768,click
7,1957,2.0,974522093,view
7,1959,3.0,974522664,click
7,1960,2.0,974522296,view
7,1961,4.0,974518428,purchase
7,1965,2.0,974517185,view
7,2003,3.0,974522507,click
7,2011,3.0,974522315,click
7,2012,3.0,974520982,click
7,2024,2.0,974521428,view
7,2028,4.0,974522974,purchase
7,2046,2.0,974521657,view
7,2081,5.0,974520488,purchase
7,2100,2.0,974522367,view
7,2105,2.0,974522584,view
7,2109,3.0,974518951,click
7,2134,3.0,974522627,click
7,2137,3.0,974519705,click
7,2236,4.0,974518391,purchase
7,2240,3.0,974522473,click
7,2245,3.0,974522398,click
7,2259,3.0,974522772,click
7,2268,4.0,974523072,purchase
7,2294,4.0,974519479,purchase
7,2301,3.0,974522185,click
7,2353,3.0,974519375,click
7,2371,3.0,974520982,click
7,2424,3.0,974521072,click
7,2501,4.0,974518554,purchase
7,2565,5.0,974518607,purchase
7,2605,3.0,974521223,click
7,2641,3.0,974522627,click
7,2716,4.0,974518239,purchase
7,2739,3.0,974520769,click
7,2762,3.0,974517966,click
7,2779,3.0,974520488,click
7,2791,5.0,974517144,purchase
7,2792,3.0,974522772,click
7,2795,3.0,974522265,click
7,2804,3.0,974517770,click
7,2815,3.0,974516957,click
7,2858,4.0,974517030,purchase
7,2890,3.0,974523039,click
7,3006,3.0,974517843,click
7,3039,4.0,974522113,purchase
7,3087,3.0,974520368,click
7,3095,3.0,974518117,click
7,3101,4.0,974520368,purchase
7,3107,4.0,974520751,purchase
7,3160,3.0,974517074,click
7,3186,2.0,974520400,view
7,3244,3.0,974521089,click
7,3256,3.0,974521072,click
7,3298,4.0,974519530,purchase
7,3361,3.0,974518922,click
7,3396,2.0,974518262,view
7,3408,5.0,974517185,purchase
7,3441,3.0,974522719,click
7,3448,3.0,974520324,click
7,3450,3.0,974517207,click
7,3471,3.0,974518530,click
7,3513,4.0,974517393,purchase
7,3524,3.0,974522664,click
7,3534,4.0,974517260,purchase
7,3536,4.0,974518181,purchase
7,3552,4.0,974519232,purchase
7,3586,2.0,974522135,view
7,3591,3.0,974522473,click
7,3608,3.0,974520040,click
7,3623,3.0,974521316,click
7,3868,3.0,974517074,click
7,3869,3.0,974517348,click
8,18,4.5,1295854328,purchase
8,265,3.5,1295854228,view
8,345,5.0,1295854236,purchase
8,515,3.5,1295854245,view
8,585,3.0,1295854261,click
8,899,3.5,1295854268,view
8,1186,3.0,1295854290,click
8,1282,3.5,1295854221,view
8,1293,4.0,1295854252,purchase
8,1376,0.5,1295854213,view
8,1449,5.0,1295854311,purchase
8,1711,3.5,1295854342,view
8,2359,5.0,1295854298,purchase
8,2739,3.5,1295854320,view
8,3471,2.5,1295854209,view
9,2,4.0,835947919,purchase
9,3,5.0,835948518,purchase
9,5,3.0,835948215,click
9,6,4.0,835948078,purchase
9,10,4.0,835947758,purchase
9,19,4.0,835947792,purchase
9,21,3.0,835947792,click
9,22,4.0,835948093,purchase
9,23,3.0,835948299,click
9,31,4.0,835948016,purchase
9,34,4.0,835947792,purchase
9,36,4.0,835948055,purchase
9,39,3.0,835947819,click
9,45,3.0,835948186,click
9,47,5.0,835947774,purchase
9,48,3.0,835948016,click
9,50,4.0,835947819,purchase
9,62,5.0,835948056,purchase
9,71,3.0,835948666,click
9,105,4.0,835948035,purchase
9,110,5.0,835947774,purchase
9,122,3.0,835948314,click
9,132,2.0,835948442,view
9,145,4.0,835948144,purchase
9,150,3.0,835947667,click
9,151,2.0,835947897,view
9,153,4.0,835947695,purchase
9,161,4.0,835947736,purchase
9,163,3.0,835948114,click
9,165,3.0,835947695,click
9,172,2.0,835947935,view
9,179,3.0,835948694,click
9,185,3.0,835947758,click
9,186,4.0,835947919,purchase
9,193,1.0,835948035,view
9,196,2.0,835947897,view
9,200,3.0,835948919,click
9,208,4.0,835947758,purchase
9,209,3.0,835948897,click
9,216,3.0,835948215,click
9,222,3.0,835948166,click
9,224,1.0,835948016,view
9,225,4.0,835947792,purchase
9,227,3.0,835948093,click
9,229,3.0,835948502,click
9,230,3.0,835948131,click
9,231,3.0,835947715,click
9,233,2.0,835948377,view
9,234,4.0,835948186,purchase
9,235,1.0,835947919,view
9,236,3.0,835947873,click
9,237,3.0,835948078,click
9,240,4.0,835948758,purchase
9,246,4.0,835948077,purchase
9,248,3.0,835948269,click
9,252,3.0,835947897,click
9,253,4.0,835947758,purchase
9,256,3.0,835947973,click
9,257,4.0,835948230,purchase
9,259,2.0,835948502,view
9,266,4.0,835947838,purchase
9,271,4.0,835948626,purchase
9,273,3.0,835948077,click
9,276,3.0,835948055,click
9,280,4.0,835948166,purchase
9,281,3.0,835948269,click
9,288,3.0,835947774,click
9,289,3.0,835948350,click
9,292,4.0,835947736,purchase
9,293,3.0,835947919,click
9,296,5.0,835947668,purchase
9,315,3.0,835947855,click
9,316,3.0,835947715,click
9,318,5.0,835947715,purchase
9,333,3.0,835947991,click
9,337,3.0,835947872,click
9,338,3.0,835948248,click
9,339,3.0,835947736,click
9,340,3.0,835948586,click
9,344,3.0,835947695,click
9,349,4.0,835947695,purchase
9,350,3.0,835947919,click
9,353,3.0,835948078,click
9,355,1.0,835948130,view
9,356,5.0,835947838,purchase
9,357,4.0,835947991,purchase
9,358,3.0,835948790,click
9,361,3.0,835948472,click
9,362,4.0,835948332,purchase
9,364,5.0,835947819,purchase
9,367,3.0,835947838,click
9,368,4.0,835948215,purchase
9,370,3.0,835948269,click
9,371,3.0,835948332,click
9,372,3.0,835948442,click
9,376,4.0,835948269,purchase
9,377,4.0,835947897,purchase
9,380,4.0,835947668,purchase
9,381,3.0,835948144,click
9,382,3.0,835948541,click
9,383,3.0,835948364,click
9,384,3.0,835948862,click
9,413,3.0,835948166,click
9,416,3.0,835948442,click
9,419,2.0,835948423,view
9,420,1.0,835947819,view
9,427,1.0,835948248,view
9,431,3.0,835948186,click
9,432,3.0,835947855,click
9,434,3.0,835947736,click
9,440,3.0,835947897,click
9,442,3.0,835947973,click
9,448,3.0,835948737,click
9,450,3.0,835948681,click
9,454,4.0,835947820,purchase
9,457,5.0,835947758,purchase
9,464,3.0,835948616,click
9,466,2.0,835948285,view
9,472,3.0,835948884,click
9,474,4.0,835948093,purchase
9,477,3.0,835948230,click
9,480,4.0,835947855,purchase
9,481,5.0,835948616,purchase
9,485,3.0,835948247,click
9,489,3.0,835948563,click
9,490,4.0,835948654,purchase
9,491,4.0,835948314,purchase
9,493,3.0,835948771,click
9,497,3.0,835948186,click
9,500,4.0,835947950,purchase
9,508,4.0,835948131,purchase
9,509,3.0,835947973,click
9,510,3.0,835948862,click
9,511,3.0,835948837,click
9,514,3.0,835948404,click
9,515,3.0,835948114,click
9,516,1.0,835948654,view
9,520,1.0,835948299,view
9,524,4.0,835948551,purchase
9,527,4.0,835947950,purchase
9,529,4.0,835948350,purchase
9,533,3.0,835948518,click
9,534,3.0,835948459,click
9,536,3.0,835948952,click
9,539,5.0,835947991,purchase
9,540,3.0,835948388,click
9,543,4.0,835948423,purchase
9,544,3.0,835948694,click
9,548,2.0,835948601,view
9,550,3.0,835948502,click
9,551,3.0,835948056,click
9,553,5.0,835947872,purchase
9,555,3.0,835947991,click
9,585,2.0,835948114,view
9,586,3.0,835948016,click
9,588,3.0,835947695,click
9,589,5.0,835947873,purchase
9,590,3.0,835947667,click
9,592,4.0,835947667,purchase
9,593,5.0,835947736,purchase
9,594,4.0,835948285,purchase
9,595,4.0,835947715,purchase
9,596,4.0,835948404,purchase
9,597,4.0,835948016,purchase
9,610,3.0,835948215,click
9,648,4.0,835948248,purchase
9,653,4.0,835948654,purchase
9,733,4.0,835948541,purchase
9,784,5.0,835948726,purchase
10,1,3.0,1430666394,click
10,32,4.0,1430668330,purchase
10,47,3.5,1430669512,view
10,260,4.5,1430666645,purchase
10,296,4.0,1430667061,purchase
10,480,3.0,1430666374,click
10,541,5.0,1430667071,purchase
10,551,3.5,1430668999,view
10,589,3.5,1430666737,view
10,593,4.0,1430666377,purchase
10,745,3.5,1430667741,view
10,750,3.5,1430667084,view
10,780,3.5,1430668444,view
10,1036,3.0,1430666733,click
10,1079,3.5,1430666984,view
10,1089,3.5,1430667163,view
10,1136,4.0,1430667759,purchase
10,1148,3.5,1430667459,view
10,1196,4.5,1430666654,purchase
10,1198,3.0,1430667900,click
10,1200,4.0,1430666727,purchase
10,1201,3.5,1430667391,view
10,1210,4.0,1430666640,purchase
10,1214,4.0,1430667128,purchase
10,1225,4.0,1430667980,purchase
10,1240,4.0,1430666802,purchase
10,1247,3.5,1430667479,view
10,1270,2.5,1430666390,view
10,1291,2.5,1430666627,view
10,1517,2.5,1430668541,view
10,1580,3.5,1430668422,view
10,1968,3.0,1430667907,click
10,2019,3.0,1430667939,click
10,2134,3.0,1430668307,click
10,2334,3.0,1430668186,click
10,2353,3.5,1430668416,view
10,2571,4.5,1430666383,purchase
10,2628,3.0,1430668924,click
10,2683,2.5,1430668546,view
10,2716,3.0,1430668638,click
10,2717,2.0,1430668665,view
10,2746,1.5,1430668650,view
10,2762,3.5,1430669445,view
10,2959,3.5,1430666773,view
10,3005,3.0,1430668136,click
10,3087,2.5,1430668642,view
10,3114,2.5,1430669321,view
10,3578,3.0,1430666958,click
10,3977,2.5,1430668667,view
10,3996,3.0,1430669374,click
10,4011,3.5,1430666859,view
10,4275,1.0,1430668918,view
10,4306,4.0,1430669213,purchase
10,4367,3.0,1430668054,click
10,4878,3.5,1430667179,view
10,4886,3.5,1430669297,view
10,4963,4.0,1430669534,purchase
10,4993,3.5,1430666696,view
10,5218,3.5,1430669288,view
10,5418,4.5,1430666942,purchase
10,5459,3.0,1430668436,click
10,5903,4.5,1430667064,purchase
10,5952,3.5,1430667950,view
10,6377,2.5,1430669053,view
10,6874,4.5,1430666852,purchase
10,7153,3.5,1430667958,view
10,7438,4.0,1430667068,purchase
10,8360,3.0,1430669210,click
10,8368,3.5,1430666953,view
10,8372,0.5,1430668675,view
10,8641,4.0,1430668471,purchase
10,8644,3.0,1430668414,click
10,8665,3.5,1430666838,view
10,8874,4.0,1430667116,purchase
10,8917,2.5,1430669130,view
10,8961,3.5,1430667325,view
10,8984,3.5,1430669551,view
10,27831,3.5,1430668022,view
10,30810,3.5,1430668631,view
10,32587,4.0,1430666819,purchase
10,33615,3.5,1430669277,view
10,33679,4.0,1430668086,purchase
10,33794,5.0,1430666746,purchase
10,34150,2.5,1430669678,view
10,34162,3.0,1430668503,click
10,34405,4.5,1430666781,purchase
10,40629,3.0,1430669752,click
10,40815,3.5,1430667000,view
10,41566,1.0,1430668868,view
10,44022,3.0,1430669177,click
10,44191,3.5,1430667153,view
10,46976,3.5,1430668505,view
10,47610,3.5,1430669458,view
10,48774,2.5,1430667853,view
10,49272,4.5,1430667107,purchase
10,49530,3.5,1430667095,view
10,50872,2.5,1430668952,view
10,51255,4.0,1430666995,purchase
10,51662,3.5,1430667944,view
10,53121,2.0,1430669203,view
10,53322,3.5,1430669553,view
10,53464,2.0,1430669670,view
10,54286,4.0,1430666749,purchase
10,56174,3.0,1430668384,click
10,58559,5.0,1430666675,purchase
10,59315,4.0,1430666759,purchase
10,59369,3.5,1430666829,view
10,59784,4.0,1430668069,purchase
10,60069,3.5,1430666786,view
10,60072,3.5,1430668083,view
10,60074,3.5,1430668418,view
10,60684,3.0,1430666832,click
10,62999,3.0,1430668990,click
10,63113,4.0,1430668038,purchase
10,68157,3.5,1430667915,view
10,68358,4.5,1430666757,purchase
10,68954,4.0,1430666770,purchase
10,69278,2.0,1430668524,view
10,69844,4.0,1430666842,purchase
10,72998,3.5,1430666902,view
10,73017,4.5,1430667924,purchase
10,76175,2.5,1430668892,view
10,76251,3.5,1430666997,view
10,77561,3.5,1430667016,view
10,78637,2.5,1430669255,view
10,79091,4.0,1430667547,purchase
10,79132,3.5,1430666741,view
10,79293,3.5,1430668076,view
10,81229,4.0,1430667316,purchase
10,81834,4.0,1430667596,purchase
10,82461,3.5,1430668356,view
10,83613,3.5,1430668025,view
10,84152,4.5,1430667558,purchase
10,84772,4.0,1430667544,purchase
10,85414,3.5,1430668333,view
10,86332,3.5,1430669597,view
10,87222,3.5,1430668073,view
10,88125,4.0,1430667434,purchase
10,88140,4.0,1430669584,purchase
10,89745,4.0,1430667159,purchase
10,91500,3.5,1430666913,view
10,91529,4.5,1430667372,purchase
10,91535,2.5,1430667553,view
10,91542,4.5,1430667615,purchase
10,91658,4.0,1430667426,purchase
10,94018,3.0,1430668914,click
10,94777,3.5,1430668451,view
10,94864,4.5,1430667211,purchase
10,96079,4.5,1430667166,purchase
10,96610,3.5,1430667378,view
10,97752,3.5,1430668337,view
10,99114,4.0,1430666863,purchase
10,102125,4.0,1430666927,purchase
10,102445,4.5,1430667169,purchase
10,102903,3.0,1430669448,click
10,103228,3.0,1430669812,click
10,103253,4.0,1430667233,purchase
10,103335,3.5,1430667774,view
10,103883,3.0,1430668167,click
10,104841,3.5,1430667370,view
10,109374,3.5,1430667707,view
10,111362,3.5,1430667120,view
11,260,5.0,1482108793,purchase
11,318,4.0,1482108816,purchase
11,356,4.5,1482108938,purchase
11,541,4.0,1482108896,purchase
11,858,4.0,1482138279,purchase
11,1080,5.0,1482138271,purchase
11,1097,4.0,1482109026,purchase
11,1136,5.0,1482108900,purchase
11,1196,5.0,1482108795,purchase
11,1198,4.5,1482108797,purchase
11,1210,5.0,1482108805,purchase
11,1220,4.5,1482108949,purchase
11,1291,4.5,1482108813,purchase
11,1732,4.0,1482108835,purchase
11,2028,4.0,1482108919,purchase
11,2571,5.0,1482108802,purchase
11,2706,3.5,1482108840,view
11,2959,4.5,1482108914,purchase
11,4993,5.0,1482108903,purchase
11,5445,3.0,1482108731,click
11,5952,5.0,1482108708,purchase
11,6377,3.5,1482108725,view
11,6539,3.5,1482108718,view
11,7153,5.0,1482108710,purchase
11,48516,4.0,1482108973,purchase
11,58559,4.5,1482108907,purchase
11,60069,4.5,1482108960,purchase
11,68157,4.0,1482109003,purchase
11,79132,4.0,1482108930,purchase
11,91529,4.5,1482108933,purchase
11,99114,4.0,1482108963,purchase
11,106489,4.0,1482109000,purchase
11,112852,4.0,1482108990,purchase
11,122904,4.0,1482108800,purchase
11,134130,4.0,1482109023,purchase
11,152081,4.0,1482108861,purchase
11,160718,4.0,1482108777,purchase
12,1,5.0,862500738,purchase
12,6,5.0,862500780,purchase
12,9,4.0,862500890,purchase
12,12,4.0,862500890,purchase
12,25,5.0,862500738,purchase
12,62,1.0,862500738,view
12,63,1.0,862501005,view
12,64,4.0,862501005,purchase
12,95,4.0,862500738,purchase
12,104,3.0,862500815,click
12,112,4.0,862500815,purchase
12,141,1.0,862502244,view
12,260,4.0,862500815,purchase
12,494,3.0,862500815,click
12,626,4.0,862501080,purchase
12,628,3.0,862500841,click
12,647,4.0,862500917,purchase
12,648,1.0,862500738,view
12,653,3.0,862500841,click
12,673,3.0,862500917,click
